id,message,updated_time,location,distance (km),price,total comments,link
110354088989367_1666296250061802,"Subletting 1/5 bedrooms
$1 - KW4Rent Off-Campus Housing

251 Lester St
Apartment with a balcony
8 months Lease
Starting Winter 2018",2017-09-07T23:39:21+0000,251 lester st,0.647,$1,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1666296250061802"">link</a>"
110354088989367_1646331158724978,"-Renting out a living room at one bloor east,tallest condo at the intersection of bloor and yonge !
-prefer 11 months but 8 months of stay is fine too
-PM for more information. Starting September 1st",2017-08-17T16:49:21+0000,,,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1646331158724978"">link</a>"
110354088989367_1647179908640103,"Lease takeover at185 king st n
FREE

Looking for a girl to take over my lease from September 2017 to August 2018, it's right beside Laurier and there's a bus stop right in front that takes you straight to UWaterloo. Please let me know if you're interested!",2017-08-18T15:51:19+0000,185 king st,1.367,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1647179908640103"">link</a>"
110354088989367_1631689093522518,"FURNITURE
$1 - Waterloo, Ontario

***FURNITURE SALE!

Check out www.candb.ca, an online furniture and accessories store offering 20% OFF to students for the remainder of the summer!

Use the discount code: STUDENT20 to redeem this offer and free shipping to your door.

For further inquiry, call or text 905-867-6600.",2017-08-03T01:47:24+0000,,,$1,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1631689093522518"">link</a>"
142679255268_10155348396645269,https://m.facebook.com/groups/924180807641676?view=permalink&id=1527216297338121,2017-08-09T19:23:26+0000,,,,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155348396645269"">link</a>"
110354088989367_1650552051636222,"Hello,
Please I am in between leases and I don't have anywhere to stay for 1 week. Please does anyone have room/unit they will to sublet to me from Saturday. Preferably along Columbia or close to the University of Waterloo. Please let me know if you have anything. I am willing to pay a fair amount. 
Thank you.
Thank you.",2017-08-22T11:43:42+0000, columbia,1.635,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1650552051636222"">link</a>"
110354088989367_1650621711629256,"Lease takeover!
FREE

Looking for a one bedroom apartment lease take over at the hub, K2 or icon!",2017-08-22T13:21:09+0000,icon,0.761,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1650621711629256"">link</a>"
110354088989367_1650645854960175,"Hey Waterloo Students 

Anyone looking for a roommate or wants to give her lease to someone . Please contact me on the number below 
2268027792. 
This is agent and your help is appreciated 
Of course GIRLS UNITY ONLY 

Cheers",2017-08-22T13:53:33+0000,,,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1650645854960175"">link</a>"
110354088989367_1650701761621251,"*Posting for a friend 
Looking for one bedroom with ensuite bathroom for September - December. 
All roommates must be male",2017-08-22T15:10:09+0000,,,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1650701761621251"">link</a>"
110354088989367_1650890494935711,"Hi,

I am in need of temporary housing from 24th of August to 30th of August as I am reaching a little early to Waterloo. Please allow me to know if there is any accommodation available for the above mentioned days.

Thank you.",2017-08-22T20:20:53+0000,,,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1650890494935711"">link</a>"
110354088989367_1651395158218578,"still homeless:)

looking for 4/8 month sublet, close to UW, preferably all female",2017-08-23T10:45:46+0000,,,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1651395158218578"">link</a>"
142679255268_10155241139260269,"Fall Sublet 2017 (Sep - Dec)
$1

I'm looking for a sublet near downtown kitchener or even something along the way there, eg: near the walmart/sobey's.

I'm willing to negotiate for price and I'd prefer if all utilities are included (including good internet)

Please message me if you have anything that fits, thanks!",2017-07-08T01:13:24+0000,sage,1.153,$1,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155241139260269"">link</a>"
110354088989367_1642461129111981,"4-8 MONTH SUBLET STARTING SEPT 2017
FREE - Victoria Hills

Looking for a 4-8 month sublet preferably on Lester. 
Should be all female
Message me if you have something :)",2017-08-13T16:35:34+0000, lester,0.696,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1642461129111981"">link</a>"
110354088989367_1665456193479141,"251 Lester Street - Winter 2018
$1 - University of Waterloo

Subletting 3 rooms for Winter 2018 (Jan 2018 - April 2018).

251 LESTER STREET
* All inclusive (Hydro, Wifi and etc).
* Furnished 
* Short walk to WLU and UW 
* Female Unit
*Smart card operated on-site laundry
*On-site management
*Night time security
* On-site tenant parking
*24/7 on-call emergency maintenance services
*Convenient access to bus routes & future LRT

Message if you are interested :) Price negotiable.",2017-09-07T00:37:11+0000,251 lester street,0.647,$1,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1665456193479141"">link</a>"
110354088989367_1637895496235211,"MKV
FREE

Looking for an upper year student to takeover a spot at MKV. Needs to be male! Please PM me for more details.",2017-08-13T01:58:37+0000,,,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1637895496235211"">link</a>"
110354088989367_1641674889190605,"sublet
FREE - Railway Lands

Looking for a 1 month sublet starting immediately to sept 1 doesn't matter price hmu",2017-08-12T21:09:53+0000,,,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1641674889190605"">link</a>"
110354088989367_1640936082597819,"Not about housing but...well..technically, it's a bout housing!
 
For your information--with love & courage:

Kitchener-Waterloo: LOOK OUT! We have an amazing NDP Leadership Candidate coming to town and I hope to see you there!

Who: Jagmeet Singh 
When: Tuesday August 15, 2017
Where: Cafe Pyrus, 16 Charles Street West (Kitchener, Ontario)
Time: 6:00pm-7:00pm

RSVP: http://www.jagmeetsingh.ca/amasingh_race_kitchener
Come and meet Laura Mae Lindo for Kitchener Centre Candidate for Kitchener Centre Provincial NDP & Catherine Fife Waterloo MPP.

DON'T FORGET: To vote for our new NDP Leader and next Prime Minister of Canada you must be a member by August 17th. 
So join TODAY to have your say!
https://secure.ontariondp.ca/page/contribute/join?ask=25",2017-08-12T02:57:22+0000,,,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1640936082597819"">link</a>"
110354088989367_1640554505969310,"Pre sale ends today! Get your cheaper tickets while you still can!

",2017-08-11T17:18:08+0000,,,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1640554505969310"">link</a>"
110354088989367_1660057860685641,"selling a queen size bed, good condition , msg for pics and price ! 
$1 - Central District",2017-09-01T01:14:21+0000,,,$1,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1660057860685641"">link</a>"
142679255268_10155427618100269,"Subletting 1/5 bedrooms
$1 - KW4Rent Off-Campus Housing

251 Lester St
Apartment with a balcony
8 months Lease
Starting Winter 2018",2017-09-07T23:39:26+0000,251 lester st,0.647,$1,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155427618100269"">link</a>"
110354088989367_1638741042817323,"sublet
FREE - Waterloo, Ontario

Looking for a sublet for September-December! Message me with prices!",2017-08-09T20:22:23+0000,sage,1.153,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1638741042817323"">link</a>"
142679255268_10155351331465269,"Many items in really low price
$1 - Victoria Hills

The items are listed in the image, let me know!",2017-08-10T21:11:32+0000,,,$1,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155351331465269"">link</a>"
142679255268_10155332025845269,"4month-8month sublease 
FREE - Waterloo, Ontario

Personal message me if you are looking for someone to take over your sublease. Close to UW preferably",2017-08-04T03:05:02+0000,sage,1.153,,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155332025845269"">link</a>"
110354088989367_1635018616522899,"Hey all!
I'm looking for quiet, clean and furnished living space for the fall term! My budget is flexible, and the location is flexible as well.

I would much prefer free laundry and included utilities, as well as high-speed internet!

Please feel free to message me with offers!",2017-08-06T03:28:22+0000, high,1.634,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1635018616522899"">link</a>"
110354088989367_1632767213414706,"4month-8month sublease 
FREE - Waterloo, Ontario

Personal message me if you are looking for someone to take over your sublease. Close to UW preferably",2017-08-04T03:04:59+0000,sage,1.153,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1632767213414706"">link</a>"
142679255268_10155337966170269,"Room or roommate 
FREE

Hi! I looking for a room to rent for the fall term. FEMALE only! If you have something interesting, let me know!",2017-08-05T23:25:51+0000,,,,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155337966170269"">link</a>"
142679255268_10155343667600269,Hey guys! I know this isn't a sublet post but I'm selling a boots and hearts ticket! Message me if you're interested :),2017-08-07T22:29:35+0000, post,3.415,,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155343667600269"">link</a>"
110354088989367_1632453490112745,"Wanted !! 
       315 King or 328 Regina   
One-year lease takeover.
Please message me if you are interested in a lease takeover",2017-08-03T20:15:16+0000,315 king,1.6,,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1632453490112745"">link</a>"
110354088989367_1639922929365801,"Fall 2017 sublet
$999,999 - Mississauga, Ontario

Looking for 1 room for September 2017 - December 2017. 
Close to UW/WLU
Preferably Furnished 
Price Negotiable 
Message me if you have anything ^",2017-08-11T00:30:48+0000,sage,1.153,"$999,999",0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1639922929365801"">link</a>"
142679255268_10155388817975269,"Studio 3B™ 4-Tier Metal Shelving in Black
$30 - Waterloo, Ontario

Studio 3B™ 4-Tier Metal Shelving in Black
SHARE
PRODUCT INFO
. The strong industrial design assembles easily and makes a distinct statement for storage or display. In durable powder coated steel for bold, long lasting color.
Modern, industrial design is perfect for storage and/or display
Weight capacity per shelf is 100 lb. (equally distributed)
Need to get rid of this by Saturday.",2017-08-24T16:03:10+0000,,,$30,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155388817975269"">link</a>"
110354088989367_1658520744172686,"2    TWIN EXTRA LONG..  ULTRAMATIC  BEDS
$3,500 - Hanover, Ontario

FOR SALE....   MOVING END OF SEPTEMBER...... 
  IN HANOVER ONTARIO.. 
2 ULTRAMATIC  TWIN EXTRA LONG RECLYNING BEDS  WITH WIRELESS REMOTE CONTROLS AND ALL TWIN BEDDING..     MOVING INTO A SMALL 1 BEDROOM APARTMENT  AND BEDS WONT  FIT.....
 EXCELLENT CONDITION.. 
 ONE BED HAS A NEWER  TEMPERPEDIC    MATRESS ALONE WAS 2000.00...... ASKING 3500.00      FOR EVERYTHING.......   JUST NEED  ENOUGH MONEY TO BUY SMALLER  BED FOR APARTMENT
FROM A SMOKE FREE HOME. NO STAINS ON MATRESS",2017-08-30T22:07:02+0000,,,"$3,500",0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1658520744172686"">link</a>"
110354088989367_1648956871795740,"Need One Room from Sept-Apr
FREE - Central District

-a parking spot is a must
-price range: $400-600
-furnitured preferred
-utilities include 
Pls msg!",2017-08-20T14:53:38+0000,,,$400,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1648956871795740"">link</a>"
142679255268_10155191189145269,"wanted: Fall 2017 sublet
$600 - Waterloo, Ontario

all female and or reasonable walking distance is preferred but not mandatory. 
$600 or less 
please message if you have anything",2017-06-24T23:27:03+0000,sage,1.153,$600,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155191189145269"">link</a>"
142679255268_10155183703135269,"EZRA BRICKER SUBLET - July and August
$350 - Waterloo, Ontario

-Located at 43 Ezra Unit 7
-Clean and well kept!
-Utilities included!
-2 minute walk to laurier/10 minute walk to u of waterloo
-Available for July and August! 
-Message if you have any questions :)",2017-06-22T16:10:12+0000,ezra,1.194,$350,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155183703135269"">link</a>"
142679255268_10155191154755269,"Wanted: Fall 2017 Sublet
$600 - Waterloo, Ontario

all female and or reasonable walking distance is preferred but not mandatory. 
$600 or less 
please message if you have anything",2017-06-24T23:09:14+0000,sage,1.153,$600,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155191154755269"">link</a>"
142679255268_10155336902120269,"2 rooms for Sept 2017 to Dec 2017
$600

Looking for two rooms for two male students. Prefer a 4 month sublet and parking available. Flexible on price and location (within KW area)!",2017-08-05T16:02:23+0000,,,$600,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155336902120269"">link</a>"
110354088989367_1654591374565623,"12 Month Lease 
$600 - Waterloo, Ontario

Semi desperately looking for somewhere to move into in the waterloo area - as close to the universitys as possible - by next weekend. Double bed & pet friendly is a must. Decently flexible with price. Please message me Im stressed out 🙃",2017-08-26T15:22:08+0000,sage,1.153,$600,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1654591374565623"">link</a>"
110354088989367_1649709238387170,"Fall Sublet at Marq 500-600 
$600

I'm looking for a Sublet at any of the Marq buildings for fall only. Price is negotiable. Comment or message me if you have anything",2017-08-21T12:18:39+0000,sage,1.153,$600,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1649709238387170"">link</a>"
142679255268_10155181774725269,"Fall Sublet 2017
$400 - Waterloo, Ontario

Looking for a fall sublet. Pm me for offers.",2017-06-21T22:51:42+0000,,,$400,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155181774725269"">link</a>"
142679255268_10155308536675269,"ICON 23rd 1 Room (August Only)
$400 - University of Waterloo

For early movers

Looking to sublet my one room in ICON 23rd floor Rubix.
Hydro, etc included. Negotiable Pro-rated price depending on how long you stay. 

Anytime after 5th August. 
PM for offers and price.",2017-07-26T21:53:43+0000,icon,0.761,$400,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155308536675269"">link</a>"
110354088989367_1621388521219242,"LF: Fall/Winter Sublet
$400 - Kitchener, Ontario

Looking for a fall/winter sublet.. preferably Luxe Towers / anywhere near King (only apartment) let me know what you have..",2017-07-24T04:07:16+0000, king,4.12,$400,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1621388521219242"">link</a>"
110354088989367_1635253826499378,"Wanted: A two or three bedroom apartment or house- $600 per room
$600 - ON

I am looking for a two or three bedroom suite for Sep1.

Preferably
1. near UW or bus stop
2. 4 month sublet (Sep to Dec)
3. furnished",2017-08-06T09:23:45+0000,,,$600,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1635253826499378"">link</a>"
142679255268_10155328815020269,"1 spot left 188 King Street North
FREE - Waterloo, Ontario

Looking for final roommate for a Sept 2017-Aug 2018 lease for 188 King Street North! It is right across the science building, so literally across school.
The rent is $595 which includes gas, water and internet. Fully furnished with spacious rooms and a huge living room! Message ASAP if interested! Once you sign you also get a promo where you get $ 200 off for the first month rent.
http://www.atlasproperty.com/property/188-king-street-north/",2017-08-02T22:36:58+0000,188 king street,1.427,$595,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155328815020269"">link</a>"
142679255268_10155427795745269,"1 Bedroom to rent for Winter 2018 (and possible Spring 2018)
$595

Hi! I'm subletting my room for 4 months (or 8) starting January 2018. You will share 2 bathrooms, a living room and a kitchen. The rent is $595+hydro (split with 4 other roomates). The place is really clean and the roomates are nice girls and very quiet.",2017-09-08T01:29:31+0000,,,$595,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155427795745269"">link</a>"
110354088989367_1650327061658721,"Winter 2018 Sublet at 350 Lester (5 min walk to UW!)
$595 - City of Waterloo

Subletting 1-3 out of 5 bedrooms at Unit 304, 350 Lester for the Winter 2018 term!

Perks:
- 5 minute walk to UW, 15 min walk to Laurier
- Huge kitchen and living room
- Fully furnished, including bed + mattress, office desk
- High-speed internet, WIFI, Water, gas, air conditioning included!
- On-site parking possible

Please inbox me if you’re interested. Thanks!",2017-08-22T04:20:12+0000,350 lester,0.941,$595,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1650327061658721"">link</a>"
142679255268_10155368581140269,"Subletting my room (Winter 2018)
$595

I'm subletting my room for 4 months (or 8) starting January 2018. $595+hydro (split with 4 other roomates) FEMALE ONLY",2017-08-16T23:53:18+0000,,,$595,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155368581140269"">link</a>"
110354088989367_1660126217345472,"Room for One Female September, 2017 -  ​April, 2018
$590

Looking for a female to join 4 female students in their fourth year at WLU:

-Two full-size bathrooms with bathtubs and lots of storage
-Kitchen with lots of counter space, an island, and all modern appliances including two refrigerators, a dishwasher and a microwave/stove fan
-Free washer/drier in your individual apartment
-Two minute walk to WLU
-Utilities extra
-Call/text Terezinha 519-886-1414

http://www.homesonregina.com/180-regina-st-n.html",2017-09-01T02:27:08+0000,regina,1.766,$590,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1660126217345472"">link</a>"
142679255268_10155330967990269,"Winter Sublet 21 Bricker
$590 - Waterloo, Ontario

December- April Sublet available at 21 Bricker

Females only 

Gas+ water and furniture included 

Message for details",2017-08-03T18:40:27+0000,21 bricker,1.271,$590,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155330967990269"">link</a>"
110354088989367_1661861623838598,"Needing a room immediately!! 
Can pay up to $450 inclusive. Kitchener is preferred. If you are needing a roommate or have a room available please send me a message! 
(Posting for a friend)",2017-09-02T22:49:18+0000,sage,1.153,$450,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1661861623838598"">link</a>"
142679255268_10155361796305269,"*WINTER* 4 month sublet 
$585 - Central District

Female winter sublet available at 21 Bricker
30 Seconds from Laurier",2017-08-14T15:58:40+0000,21 bricker,1.271,$585,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155361796305269"">link</a>"
110354088989367_1660749030616524,"5 rooms for winter
$600 - Waterloo, Ontario

Looking to sublet 5 rooms for winter term. Message me if you have anything.",2017-09-01T18:28:35+0000,sage,1.153,$600,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1660749030616524"">link</a>"
110354088989367_1627809100577184,"Fall Sublet 
$600 - Waterloo

Looking for a fall sublet at any of the buildings close to UW, preferably Blair House, icon, 181 Lester or any other nearby building. Message or comment if you have anything!",2017-07-30T00:03:51+0000,181 lester,0.698,$600,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1627809100577184"">link</a>"
142679255268_10155410587375269,"Winter 2018 Subletting
$630 - Waterloo, Ontario

Winter 2018 Subletting at 268 Philip Street: Looking for someone to takeover
-MUST BE FEMALE
-Furnished: Msg for details.
-Utilities included EXCEPT WIFI
-$615 + $15 for WiFi = $630/month
Price negotiable",2017-09-01T18:39:19+0000,,,$630,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155410587375269"">link</a>"
110354088989367_1660655990625828,"double bed and frame
$200 - Civic Centre, Kitchener, Ontario

Double bed with frame.
Pick up only.
You can have the bed cover too.",2017-09-01T16:24:34+0000,,,$200,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1660655990625828"">link</a>"
110354088989367_1654243227933771,"mattress
$100 - Region of Waterloo

Queen size mattress. Available till Aug 29 only. One year old, like new.
pickup at WCRI waterloo or $10 to deliver.",2017-08-26T04:12:18+0000, old,93.521,$100,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1654243227933771"">link</a>"
110354088989367_1651960721495355,"94 Wellington （Stratford ）
$625 - Stratford, Ontario

94 Wellington
If you are a Stratford student looking for character, convenien; close to all amenities – 3 minute walk to the University of Waterloo Stratford Campus,
4-8 Months lease: 2 bedroom unit $620 per month($1200 for the entire unit )
8 Months lease: 1 bedroom unit $1200 per month 
Includes: gas, water, hydro, internet and fully furnished
For more detail please click the link below:
http://www.atlasproperty.com/…/94-wellington-street-stratf…/
We are looking forward to hearing from you!
To Schedule a tour please call 519-745-7999",2017-08-23T18:53:30+0000,,,$625,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1651960721495355"">link</a>"
142679255268_10155309188830269,"Sublet
$100

Looking for a sublet august 27-september 4",2017-07-27T01:24:41+0000,,,$100,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155309188830269"">link</a>"
110354088989367_1660988307259263,"Microwave and Kettle 
$120 - Flemingdon Park

Selling a microwave at $70 and a kettle for $50. PM if interested",2017-09-02T00:39:13+0000, park,2.365,$120,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1660988307259263"">link</a>"
110354088989367_1657367314288029,"Custom Android Box- Zoomtak H8
$140 - Laurentian Hills

-Lower your  bills and watch what you want, when you want, today!!

-Take a preview at the best Android Boxes in the market!!

-This box is lightning fast!! 

-This Android box is aluminum cased for extra durability😎

-All models are fully loaded, all you have to do is plug and play!!. 24/7 Tech support along with 1 year warranty included.

-We have many other models that are the newest in the market. Send a message for more details.

-Check out Custom Android Box today and join our page for the latest updates and new releases!!",2017-08-29T18:24:34+0000, box,3.937,$140,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1657367314288029"">link</a>"
110354088989367_1662187873805973,"Wall Cabinet 
$150 - 2763

In mint condition wall cabinet with shelving, ideal for storage for kids stuff or kitchen items",2017-09-03T08:00:23+0000,,,$150,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1662187873805973"">link</a>"
142679255268_10155371241045269,"Kitchen table and chairs, Futon, End Tables
$150 - Wilfrid Laurier University

Looking to sell my kitchen table and chairs, futon, or end tables by August 28th. Live near the University, easy to pick up.",2017-08-17T23:53:38+0000, laurier,1.217,$150,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155371241045269"">link</a>"
142679255268_10155367795540269,"34 CARDILL CRES, AMAZING PRICE, $199+ UTILITIES , ONLY 1 ROOM LEFT
$199

Upper Unit: 5 Beds/1.5 Bath/ Kitchen/Living Room 
Lower Unit: 4 Beds/1 Bath/ Kitchen/Living Room (1 rooms left)
* $199+utilities (one year price) 
* Students only 
* One year only. 
* No pets allowed. 
* No smokers. 
* Licensed rental house, your safety is our priority 
* Very spacious house. 
* Huge front yard and back yard. 
* Very quiet place. 
* Just a few minutes walking distance to UW and WLU. 
* Two units available with separate entrance, living room, and washrooms
* Utility cost extra (about $70 per person per month ). 
* Free Parking
*Huge Garage for storage",2017-08-16T18:01:17+0000,34 cardill,1.304,$199,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155367795540269"">link</a>"
110354088989367_1665994146758679,"1 room available starting Fall 2017, Lease takeover
$620 - 202 Lester

1/5 rooms

Sept 2017 - August 2018

- Unlimited Hi-Speed Internet
- Air conditioned
- Fully Furnished
- 2 bathrooms
- On-site laundry
- On-site tenant parking
- 5 minute walk to UWaterloo and Laurier
- Close to UW Plazas 
- Convenient bus stops (University/Sunview and University/Phillip)

Message if interested!",2017-09-07T20:10:08+0000,202 lester,0.696,$620,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1665994146758679"">link</a>"
142679255268_10155323887415269,"House Hunting
$600 - Railway Lands

Looking for a place to rent for 4-8 months. Preferably close to UW campus or a bus stop. Willing to pay up to $600/month. Msg me with details!",2017-08-01T03:14:17+0000,,,$600,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155323887415269"">link</a>"
110354088989367_1649373388420755,"couch 
$200 - Waterloo, Ontario",2017-08-21T01:12:51+0000,,,$200,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1649373388420755"">link</a>"
142679255268_10155307953825269,"202 LESTER STREET - 12 MONTH LEASE TAKEOVER (SEP 2017 - AUG 2018) 
$620 - Waterloo, Ontario

**PRICE NEGOTIABLE**

- 1/5 rooms available
- Room is very spacious and clean 
- Close to UW (7min walk) and WLU (5 min walk), bus stops & uni plaza
- Super clean and quiet roommates
- Fully furnished
- Utilities included (high speed internet, hydro)
- 2 washrooms for 5 rooms

Inbox if interested!!",2017-07-26T18:55:03+0000,202 lester street,0.696,$620,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155307953825269"">link</a>"
110354088989367_1622028554488572,"ONLY A FEW BEDROOMS AVAILABLE AT 49 COLUMBIA ST. W.
$620

WALKING DISTANCE TO BOTH LAURIER AND UW
ROOMS START AT $620-$680 (PRICED ON ROOM SIZE) 
1 YEAR RENTALS ONLY (SEPT-AUG) 
ALL APARTMENTS COME WITH 5 BEDROOMS/5 BATHROOMS FULLY EQUIPPED KITCHEN & FURNISHED COMMON AREA
RENT INCLUDES HEAT, WATER, AC AND FREE LAUNDRY IN APARTMENT (HYDRO IS EXTRA)
FREE INTERNET PROVIDED
LIMITED NUMBER OF BEDROOMS AVAILABLE!!!!!
CALL 519-588-0352 OR 519-572-7375 TO BOOK A TOUR

https://www.youtube.com/watch?v=qKKGGt7Tbaw",2017-07-24T18:01:07+0000,49 columbia st,1.444,$620,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1622028554488572"">link</a>"
110354088989367_1655689397789154,"DESK + BED FRAME + MATTRESS  
$230 - Central District

selling desk bed frame and mattress for ONLY $230 need to get rid of it ASAP willing to sell for LESS if you can pick them up TODAY!!",2017-08-27T20:05:11+0000,,,$230,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1655689397789154"">link</a>"
110354088989367_1667024036655690,"Subletting 1/5 Rooms with Balcony 251 Lester- 8 month Lease takeover January - August
$620 - Waterloo, Ontario

• Short walk to WLU and UW Campuses
• Large bedroom 
• Two bathrooms in the suite
• Smart card operated on-site laundry
• On-site management
• Night time security
• On-site tenant parking
• Professional landscaping & snow removal
• 24/7 on-call emergency maintenance services
• Convenient access to bus routes & future LRT
• Location just steps away from many amenities
• FREE Bike storage
• FREE Unlimited high speed internet
• Furniture
• Dishwasher",2017-09-08T18:25:09+0000,251 lester,0.647,$620,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1667024036655690"">link</a>"
110354088989367_1623082614383166,"Two GA boots and hearts tickets
$280 - Toronto, Ontario

Purchased off official boots and hearts website! $280 each or $520 for both!",2017-07-25T17:41:07+0000,,,$280,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1623082614383166"">link</a>"
110354088989367_1624144394276988,"boots and hearts ticket 
$280 - Toronto, Ontario

Selling one GA boots and hearts ticket! Price is negotiable",2017-07-26T12:42:05+0000,,,$280,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1624144394276988"">link</a>"
142679255268_10155324067270269,"134 Columbia St. - AUGUST sublet
$300 - Waterloo, Ontario

One room available for sublet at 134 Columbia St. W. with an ensuite/interconnecting washroom 

Females only.",2017-08-01T05:12:59+0000,134 columbia st,0.941,$300,0,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155324067270269"">link</a>"
110354088989367_1661729983851762,"8 month Lease Takeover/Sublet @ 17 Fir Street
$585 - Waterloo, Ontario

• Less than 5 minute walk to WLU 
• Large bedrooms
• Two bathrooms
• Fully Furnished and All INCLUSIVE
• On site Laundry
• Free Parking
• Easy access to all bus routes 
• Less than 5 minute walk to King/Uni Plaza
• 5 minute walk to PHILS
• FREE unlimited Internet

Message me for more details!",2017-09-02T19:22:33+0000,17 fir street,1.412,$585,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1661729983851762"">link</a>"
110354088989367_1661902133834547,"110 Columbia Street West Sublet - Winter 2018, Spring 2018 *MUST BE FEMALE*
$585 - Waterloo, Ontario

- FEMALE ONLY
- 1 bedroom in a 5 bedroom apartment
- 2 bathrooms
- open kitchen and living room area
- furnished
- free internet
- heat and water are included 
- laundry room in the building
- parking",2017-09-03T01:49:06+0000,110 columbia street west,1.078,$585,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1661902133834547"">link</a>"
110354088989367_1666134110078016,"Winter 2018 Sublet
$580

4 month sublet from January to April 2018

134 Columbia St W, Unit 9, Room 3

-all female unit, one bedroom in a 5 bedroom apartment
-shared ensuite bathroom with another person
-furnished with all utilities included
-air-conditioned with high speed internet
-5 minute walk from UW and close to the 7 and 201 buses
-laundry and dryer available in the building
-message for more information and/or pictures",2017-09-07T19:36:13+0000,134 columbia st w,0.941,$580,0,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1666134110078016"">link</a>"
